FullName,Legislative,PartyAbbreviation,SimplePartyAbbreviation,SimplePartyId,Active,FirstName,LastName,GenderAsString,CantonName,CantonAbbreviation,CouncilName,ParlGroupName,ParlGroupAbbreviation,PartyName,MaritalStatusText,BirthPlace_City,BirthPlace_Canton,Mandates,DateJoining,DateLeaving,Citizenship,DateOfBirth,DateOfDeath,Image
Leutenegger Filippo,0.0,PLR,PLR,3,False,Filippo,Leutenegger,m,Zurich,ZH,Conseil national,Groupe radical-libéral,RL,Parti radical-démocratique suisse,,Rome,,,2007-12-03,2011-12-04,Thundorf (TG),1952-11-25,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2612.jpg
Leutenegger Filippo,1.0,PLR,PLR,3,False,Filippo,Leutenegger,m,Zurich,ZH,Conseil national,Groupe libéral-radical,RL,PLR.Les Libéraux-Radicaux,,Rome,,,2011-12-05,2014-05-06,Thundorf (TG),1952-11-25,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2612.jpg
Leutenegger Oberholzer Susanne,0.0,PSS,PSS,2,False,Susanne,Leutenegger Oberholzer,f,Bâle-Campagne,BL,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Coire,Grisons,Legislative der Gemeinde (Einwohnerrat): von 1980 bis 1984; Legislative des Kantons (Landrat): von 1983 bis 1989; Verfassungsrätin des Kantons: von 1980 bis 1984; Kantonsrichterin: von 2002 bis 2008,2007-12-03,2011-12-04,"Goldingen (SG),Soleure (SO),Bussnang (TG)",1948-03-06,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2129.jpg
Leutenegger Oberholzer Susanne,1.0,PSS,PSS,2,False,Susanne,Leutenegger Oberholzer,f,Bâle-Campagne,BL,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Coire,Grisons,Legislative der Gemeinde (Einwohnerrat): von 1980 bis 1984; Legislative des Kantons (Landrat): von 1983 bis 1989; Verfassungsrätin des Kantons: von 1980 bis 1984; Kantonsrichterin: von 2002 bis 2008,2011-12-05,2015-11-29,"Goldingen (SG),Soleure (SO),Bussnang (TG)",1948-03-06,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2129.jpg
Leutenegger Oberholzer Susanne,2.0,PSS,PSS,2,False,Susanne,Leutenegger Oberholzer,f,Bâle-Campagne,BL,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Coire,Grisons,Legislative der Gemeinde (Einwohnerrat): von 1980 bis 1984; Legislative des Kantons (Landrat): von 1983 bis 1989; Verfassungsrätin des Kantons: von 1980 bis 1984; Kantonsrichterin: von 2002 bis 2008,2015-11-30,2018-12-07,"Goldingen (SG),Soleure (SO),Bussnang (TG)",1948-03-06,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2129.jpg
Levrat Christian,0.0,PSS,PSS,2,False,Christian,Levrat,m,Fribourg,FR,Conseil national,Groupe socialiste,S,Parti socialiste suisse,marié(e),La Tour-de-Trême,Fribourg,Législatif cantonal (Assemblée constituante): depuis 2000 jusqu'à 2004 et président en 2003; Conseiller national: depuis 2003 jusqu'à 2012,2007-12-03,2011-12-04,"La Verrerie (FR),Siviriez (FR),Esmonts (FR),Le Crêt (FR),Pont (Veveyse) (FR)",1970-07-07,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2613.jpg
Levrat Christian,1.0,PSS,PSS,2,False,Christian,Levrat,m,Fribourg,FR,Conseil national,Groupe socialiste,S,Parti socialiste suisse,marié(e),La Tour-de-Trême,Fribourg,Législatif cantonal (Assemblée constituante): depuis 2000 jusqu'à 2004 et président en 2003; Conseiller national: depuis 2003 jusqu'à 2012,2011-12-05,2012-05-28,"La Verrerie (FR),Siviriez (FR),Esmonts (FR),Le Crêt (FR),Pont (Veveyse) (FR)",1970-07-07,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2613.jpg
Loepfe Arthur,0.0,PDC,PDC,4,False,Arthur,Loepfe,m,Appenzell Rh.-Int.,AI,Conseil national,Groupe PDC/PEV/PVL,CEg,Parti démocrate-chrétien suisse,,Berg,St-Gall,Exekutive des Kantons (Volkswirtschaftsdirektor und Landammann Kt. Appenzell Innerrhoden): von April 1993 bis April 2000,2007-12-03,2011-12-04,Häggenschwil (SG),1942-12-25,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2511.jpg
Lohr Christian,1.0,PDC,PDC,4,False,Christian,Lohr,m,Thurgovie,TG,Conseil national,Groupe PDC-PEV,CE,Parti démocrate-chrétien suisse,,Kreuzlingen,Thurgovie,,2011-12-05,2015-11-29,Kreuzlingen (TG),1962-04-05,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3024.jpg
Lohr Christian,2.0,PDC,PDC,4,True,Christian,Lohr,m,Thurgovie,TG,Conseil national,Groupe PDC,C,Parti démocrate-chrétien suisse,,Kreuzlingen,Thurgovie,,2015-11-30,2019-12-01,Kreuzlingen (TG),1962-04-05,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3024.jpg
Lumengo Ricardo,0.0,PSS,PSS,2,False,Ricardo,Lumengo,m,Berne,BE,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Lussenga,,Législatif communal: depuis janvier 2005 jusqu'à octobre 2007; Legislatif cantonal: depuis juin 2006 jusqu'à octobre 2007,2007-12-03,2011-12-04,Fribourg (FR),1962-02-22,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2697.jpg
Lüscher Christian,0.0,PLR,PLR,3,False,Christian,Lüscher,m,Genève,GE,Conseil national,Groupe radical-libéral,RL,Parti libéral suisse,,Genéve,Genève,Législatif communal de Troinex: depuis mars 1999 jusqu'à mars 2003; Législatif cantonal: depuis 2001 jusqu'à 2007,2007-12-03,2011-12-04,"Muhen (AG),Genève (GE)",1963-12-06,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2698.jpg
Lüscher Christian,1.0,PLR,PLR,3,False,Christian,Lüscher,m,Genève,GE,Conseil national,Groupe libéral-radical,RL,PLR.Les Libéraux-Radicaux,,Genéve,Genève,Législatif communal de Troinex: depuis mars 1999 jusqu'à mars 2003; Législatif cantonal: depuis 2001 jusqu'à 2007,2011-12-05,2015-11-29,"Muhen (AG),Genève (GE)",1963-12-06,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2698.jpg
Lüscher Christian,2.0,PLR,PLR,3,True,Christian,Lüscher,m,Genève,GE,Conseil national,Groupe libéral-radical,RL,PLR.Les Libéraux-Radicaux,,Genéve,Genève,Législatif communal de Troinex: depuis mars 1999 jusqu'à mars 2003; Législatif cantonal: depuis 2001 jusqu'à 2007,2015-11-30,2019-12-01,"Muhen (AG),Genève (GE)",1963-12-06,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2698.jpg
Lustenberger Ruedi,0.0,PDC,PDC,4,False,Ruedi,Lustenberger,m,Lucerne,LU,Conseil national,Groupe PDC/PEV/PVL,CEg,Parti démocrate-chrétien suisse,,Romoos,Lucerne,Legislative des Kantons (Grossrat): von Juni 1991 bis Dezember 1999; Grossratspräsident: 1999,2007-12-03,2011-12-04,Romoos (LU),1950-04-02,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2512.jpg
Lustenberger Ruedi,1.0,PDC,PDC,4,False,Ruedi,Lustenberger,m,Lucerne,LU,Conseil national,Groupe PDC-PEV,CE,Parti démocrate-chrétien suisse,,Romoos,Lucerne,Legislative des Kantons (Grossrat): von Juni 1991 bis Dezember 1999; Grossratspräsident: 1999,2011-12-05,2015-11-29,Romoos (LU),1950-04-02,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2512.jpg
Mahrer Anne,1.0,PES,PES,6,False,Anne,Mahrer,f,Genève,GE,Conseil national,Groupe des Verts,G,Parti écologiste suisse,,Genève,Genève,Législatif communal (Puplinge): depuis mars 1987 jusqu'a mars 2002; Législatif cantonal (Grand Conseil): depuis novembre 2001 jusqu'à novembre 2013 et présidente depuis novembre 2006 jusqu'à novembre 2007,2013-11-28,2015-11-29,"Egg (ZH),Genève (GE)",1948-06-05,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3038.jpg
Maier Thomas,1.0,PVL,PVL,7,False,Thomas,Maier,m,Zurich,ZH,Conseil national,Groupe vert'libéral,GL,Parti vert'libéral,,Zurich,Zurich,Legislative der Stadt Dübendorf: seit Mai 1998 (Präsident: von Mai 2003 bis Mai 2004); Legislative des Kantons (Kantonsrat): von April 2004 bis Dezember 2011,2011-12-05,2015-11-29,"Dübendorf (ZH),Eggiwil (BE)",1975-08-01,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3022.jpg
Maire Jacques-André,1.0,PSS,PSS,2,False,Jacques-André,Maire,m,Neuchâtel,NE,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Neuchâtel,Neuchâtel,Législatif cantonal: depuis mai 1993 jusqu'à décembre 1999,2011-12-05,2015-11-29,"Les Ponts-de-Martel (NE),Brot-Dessous (NE)",1957-05-27,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2738.jpg
Maire Jacques-André,2.0,PSS,PSS,2,True,Jacques-André,Maire,m,Neuchâtel,NE,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Neuchâtel,Neuchâtel,Législatif cantonal: depuis mai 1993 jusqu'à décembre 1999,2015-11-30,2019-12-01,"Les Ponts-de-Martel (NE),Brot-Dessous (NE)",1957-05-27,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2738.jpg
Maire Jacques-André,0.0,PSS,PSS,2,False,Jacques-André,Maire,m,Neuchâtel,NE,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Neuchâtel,Neuchâtel,Législatif cantonal: depuis mai 1993 jusqu'à décembre 1999,2009-09-21,2011-12-04,"Les Ponts-de-Martel (NE),Brot-Dessous (NE)",1957-05-27,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2738.jpg
Malama Peter,0.0,PLR,PLR,3,False,Peter,Malama,m,Bâle-Ville,BS,Conseil national,Groupe radical-libéral,RL,Parti radical-démocratique suisse,,Zurich,Zurich,Legislative des Kantons (Grossrat): von 2005 bis 2008,2007-12-03,2011-12-04,"Bâle (BS),Mellingen (AG)",1960-10-18,2012-09-22,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2699.jpg
Malama Peter,1.0,PLR,PLR,3,False,Peter,Malama,m,Bâle-Ville,BS,Conseil national,Groupe libéral-radical,RL,PLR.Les Libéraux-Radicaux,,Zurich,Zurich,Legislative des Kantons (Grossrat): von 2005 bis 2008,2011-12-05,2012-09-22,"Bâle (BS),Mellingen (AG)",1960-10-18,2012-09-22,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2699.jpg
Marchand-Balet Géraldine,2.0,PDC,PDC,4,True,Géraldine,Marchand-Balet,f,Valais,VS,Conseil national,Groupe PDC,C,Parti démocrate-chrétien suisse,,Sion,Valais,Présidente de Grimisuat: dès 2009; vice-présidente de Grimisuat: depuis 2005 jusqu'à 2008; conseillère communale de Grimisuat: depuis 2001 jusqu'à 2004; députée au Grand Conseil: depuis 2013 jusqu'à 2015,2015-11-30,2019-12-01,Grimisuat (VS),1971-01-18,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3083.jpg
Markwalder Christa,1.0,PLR,PLR,3,False,Christa,Markwalder,f,Berne,BE,Conseil national,Groupe libéral-radical,RL,PLR.Les Libéraux-Radicaux,,Berthoud,Berne,Legislative der Gemeinde (Stadtrat) Burgdorf: von Januar 1999 bis Mai 2002; Legislative des Kantons (Grossrätin): von April 2002 bis November 2003,2011-12-05,2015-11-29,"Würenlos (AG),Zurich (ZH)",1975-07-27,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2614.jpg
Markwalder Christa,2.0,PLR,PLR,3,True,Christa,Markwalder,f,Berne,BE,Conseil national,Groupe libéral-radical,RL,PLR.Les Libéraux-Radicaux,,Berthoud,Berne,Legislative der Gemeinde (Stadtrat) Burgdorf: von Januar 1999 bis Mai 2002; Legislative des Kantons (Grossrätin): von April 2002 bis November 2003,2015-11-30,2019-12-01,"Würenlos (AG),Zurich (ZH)",1975-07-27,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2614.jpg
Markwalder Bär Christa,0.0,PLR,PLR,3,False,Christa,Markwalder Bär,f,Berne,BE,Conseil national,Groupe radical-libéral,RL,Parti radical-démocratique suisse,,Berthoud,Berne,Legislative der Gemeinde (Stadtrat) Burgdorf: von Januar 1999 bis Mai 2002; Legislative des Kantons (Grossrätin): von April 2002 bis November 2003,2007-12-03,2011-12-04,"Würenlos (AG),Zurich (ZH)",1975-07-27,,
Marra Ada,0.0,PSS,PSS,2,False,Ada,Marra,f,Vaud,VD,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Lausanne,Vaud,Législatif cantonal: depuis décembre 2004 jusqu'à décembre 2007,2007-12-03,2011-12-04,Paudex (VD),1973-03-10,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2726.jpg
Marra Ada,1.0,PSS,PSS,2,False,Ada,Marra,f,Vaud,VD,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Lausanne,Vaud,Législatif cantonal: depuis décembre 2004 jusqu'à décembre 2007,2011-12-05,2015-11-29,Paudex (VD),1973-03-10,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2726.jpg
Marra Ada,2.0,PSS,PSS,2,True,Ada,Marra,f,Vaud,VD,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Lausanne,Vaud,Législatif cantonal: depuis décembre 2004 jusqu'à décembre 2007,2015-11-30,2019-12-01,Paudex (VD),1973-03-10,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2726.jpg
Marti Werner,0.0,PSS,PSS,2,False,Werner,Marti,m,Glaris,GL,Conseil national,Groupe socialiste,S,Parti socialiste suisse,marié(e),Glaris,Glaris,Exekutive der Gemeinde (Gemeinderat Sool): von 1986 bis 1990; Legislative des Kantons (Landrat Glarus): von 1986 bis 1990; Exekutive des Kantons (Regierungsrat Glarus): von 1990 bis 1998,2007-12-03,2008-12-31,Sool (GL),1957-04-20,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2308.jpg
Marti Min Li,2.0,PSS,PSS,2,True,Min Li,Marti,f,Zurich,ZH,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Berne,Berne,"Gemeinderätin, Fraktionspräsidentin Stadt Zürich: bis November 2015",2015-11-30,2019-12-01,Zurich (ZH),1974-06-01,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3084.jpg
Marti Samira,2.0,PSS,PSS,2,True,Samira,Marti,f,Bâle-Campagne,BL,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Liestal,Bâle-Campagne,,2018-12-10,2019-12-01,Wagenhausen (TG),1994-01-23,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3129.jpg
Martullo-Blocher Magdalena,2.0,UDC,UDC,1,True,Magdalena,Martullo-Blocher,f,Grisons,GR,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Männedorf,Zurich,,2015-11-30,2019-12-01,"Schattenhalb (BE),Meilen (ZH),Zurich (ZH)",1969-08-13,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3085.jpg
Masshardt Nadine,1.0,PSS,PSS,2,False,Nadine,Masshardt,f,Berne,BE,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Affoltern am Albis,Zurich,Legislative der Stadt Langenthal (Stadtrat): Januar 2005 bis August 2010; Legislative des Kantons Bern (Grossrätin): Juni 2006 bis Januar 2013,2013-03-04,2015-11-29,"Berne (BE),Mühlethurnen (BE)",1984-10-04,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3034.jpg
Masshardt Nadine,2.0,PSS,PSS,2,True,Nadine,Masshardt,f,Berne,BE,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Affoltern am Albis,Zurich,Legislative der Stadt Langenthal (Stadtrat): Januar 2005 bis August 2010; Legislative des Kantons Bern (Grossrätin): Juni 2006 bis Januar 2013,2015-11-30,2019-12-01,"Berne (BE),Mühlethurnen (BE)",1984-10-04,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3034.jpg
Matter Thomas,1.0,UDC,UDC,1,False,Thomas,Matter,m,Zurich,ZH,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Liestal,Bâle-Campagne,,2014-06-02,2015-11-29,"Muhen (AG),Sissach (BL)",1966-03-23,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3046.jpg
Matter Thomas,2.0,UDC,UDC,1,True,Thomas,Matter,m,Zurich,ZH,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Liestal,Bâle-Campagne,,2015-11-30,2019-12-01,"Muhen (AG),Sissach (BL)",1966-03-23,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3046.jpg
Maurer Ueli,0.0,UDC,UDC,1,False,Ueli,Maurer,m,Zurich,ZH,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,marié(e),Wetzikon (ZH),Zurich,Exekutive der Gemeinde (Gemeinderat Hinwil): von Mai 1978 bis April 1986; Legislative des Kantons (Kantonsrat Zürich): von Mai 1983 bis Dezember 1991,2007-12-03,2008-12-31,"Hinwil (ZH),Adelboden (BE)",1950-12-01,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2310.jpg
Mazzone Lisa,2.0,PES,PES,6,True,Lisa,Mazzone,f,Genève,GE,Conseil national,Groupe des Verts,G,Parti écologiste suisse,,Genève,Genève,"Conseillère municipale (délibératif), Ville du Grand-Saconnex: depuis juin 2011 jusqu'à juillet 2013; Députée au Grand Conseil (législatif), Canton de Genève: depuis novembre 2013 jusqu'à novembre 2015",2015-11-30,2019-12-01,Versoix (GE),1988-01-25,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3086.jpg
Meier-Schatz Lucrezia,0.0,PDC,PDC,4,False,Lucrezia,Meier-Schatz,f,St-Gall,SG,Conseil national,Groupe PDC/PEV/PVL,CEg,Parti démocrate-chrétien suisse,,Le Locle,Neuchâtel,,2007-12-03,2011-12-04,Tartar (GR),1952-01-04,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2516.jpg
Meier-Schatz Lucrezia,1.0,PDC,PDC,4,False,Lucrezia,Meier-Schatz,f,St-Gall,SG,Conseil national,Groupe PDC-PEV,CE,Parti démocrate-chrétien suisse,,Le Locle,Neuchâtel,,2011-12-05,2015-11-29,Tartar (GR),1952-01-04,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2516.jpg
Merlini Giovanni,1.0,PLR,PLR,3,False,Giovanni,Merlini,m,Tessin,TI,Conseil national,Groupe libéral-radical,RL,PLR.Les Libéraux-Radicaux,,Locarno,Tessin,Consiglio comunale (Minusio): da aprile 1992 ad aprile 1996; Municipio (Minusio): da aprile 1996 ad aprile 2000; Gran Consiglio: da aprile 1995 ad aprile 2011,2014-03-10,2015-11-29,Minusio (TI),1962-05-27,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3042.jpg
Messmer Werner,0.0,PLR,PLR,3,False,Werner,Messmer,m,Thurgovie,TG,Conseil national,Groupe radical-libéral,RL,Parti radical-démocratique suisse,,Riedt,Thurgovie,Legislative des Kantons: Juni 1996 bis Mai 2000,2007-12-03,2011-12-04,"Erlen (TG),Amriswil (TG)",1945-10-25,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2518.jpg
Meyer Mattea,2.0,PSS,PSS,2,True,Mattea,Meyer,f,Zurich,ZH,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Bâle,Bâle-Ville,Legislative der Gemeinde Winterthur (Grosser Gemeinderat): von Mai 2010 bis Mai 2011; Legislative des Kantons (Kantonsrat): von Mai 2011 bis November 2015,2015-11-30,2019-12-01,"Villmergen (AG),Opfikon (ZH)",1987-11-09,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3087.jpg
Meyer-Kaelin Thérèse,0.0,PDC,PDC,4,False,Thérèse,Meyer-Kaelin,f,Fribourg,FR,Conseil national,Groupe PDC/PEV/PVL,CEg,Parti démocrate-chrétien suisse,,Châtel-St-Denis,Fribourg,"Législatif communal: depuis avril 1980 jusqu'à avril 1982; Exécutif communal: depuis avril 1982 juasqu'à mars 1999, Syndique: depuis 1991 jusqu'à 1999; Législatif cantonal: depuis décembre 1996 jusqu'à décembre 1999",2007-12-03,2011-12-04,"Cerniat (FR),Fribourg (FR)",1948-05-17,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2470.jpg
Miesch Christian,0.0,UDC,UDC,1,False,Christian,Miesch,m,Bâle-Campagne,BL,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,marié(e),Titterten,Bâle-Campagne,Exekutive der Gemeinde (Gemeinderat Titterten): von 1979 bis 1983; Legislative des Kantons (Landrat Baselland): von 1983 bis 1991,2007-12-03,2011-12-04,Titterten (BL),1948-02-27,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2311.jpg
Miesch Christian,1.0,UDC,UDC,1,False,Christian,Miesch,m,Bâle-Campagne,BL,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,marié(e),Titterten,Bâle-Campagne,Exekutive der Gemeinde (Gemeinderat Titterten): von 1979 bis 1983; Legislative des Kantons (Landrat Baselland): von 1983 bis 1991,2014-09-08,2015-11-29,Titterten (BL),1948-02-27,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2311.jpg
Molina Fabian,2.0,PSS,PSS,2,True,Fabian,Molina,m,Zurich,ZH,Conseil national,Groupe socialiste,S,Parti socialiste suisse,,Uster,Zurich,Legislative Stadt Illnau-Effretikon: von November 2010 bis März 2016; Legislative Kanton Zürich: von August 2017 bis Mai 2018,2018-03-15,2019-12-01,"St. Gall (SG),Neunkirch (SH)",1990-07-08,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3124.jpg
Monnard Pierre-André,1.0,PLR,PLR,3,False,Pierre-André,Monnard,m,Neuchâtel,NE,Conseil national,Groupe libéral-radical,RL,PLR.Les Libéraux-Radicaux,,La Chaux-de-Fonds,Neuchâtel,Conseil général de La Chaux-de-Fonds: depuis 2005 jusqu'à 2008; Conseil communal de La Chaux-de-Fonds: dès mai 2008 (président en 2011/2012); Grand Conseil: député-suppléant: depuis février 2010 jusqu'à octobre 2010 et député depuis novembre 2010 jusqu'à octobre 2014,2014-12-08,2015-11-29,Attalens (FR),1957-03-11,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/3049.jpg
Moret Isabelle,0.0,PLR,PLR,3,False,Isabelle,Moret,f,Vaud,VD,Conseil national,Groupe radical-libéral,RL,Parti radical-démocratique suisse,,Lausanne,Vaud,Législatif communal (Conseil communal): depuis 1998 jusqu'à 2006 et à nouveau depuis 2016; Constituante vaudoise: depuis 1999 jusqu'à  2002; Législatif cantonal (Grand Conseil): depuis 1999 jusqu'à 2006,2007-12-03,2011-12-04,Clarmont (VD),1970-12-30,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2660.jpg
Moret Isabelle,1.0,PLR,PLR,3,False,Isabelle,Moret,f,Vaud,VD,Conseil national,Groupe libéral-radical,RL,PLR.Les Libéraux-Radicaux,,Lausanne,Vaud,Législatif communal (Conseil communal): depuis 1998 jusqu'à 2006 et à nouveau depuis 2016; Constituante vaudoise: depuis 1999 jusqu'à  2002; Législatif cantonal (Grand Conseil): depuis 1999 jusqu'à 2006,2011-12-05,2015-11-29,Clarmont (VD),1970-12-30,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2660.jpg
Moret Isabelle,2.0,PLR,PLR,3,True,Isabelle,Moret,f,Vaud,VD,Conseil national,Groupe libéral-radical,RL,PLR.Les Libéraux-Radicaux,,Lausanne,Vaud,Législatif communal (Conseil communal): depuis 1998 jusqu'à 2006 et à nouveau depuis 2016; Constituante vaudoise: depuis 1999 jusqu'à  2002; Législatif cantonal (Grand Conseil): depuis 1999 jusqu'à 2006,2015-11-30,2019-12-01,Clarmont (VD),1970-12-30,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2660.jpg
Mörgeli Christoph,0.0,UDC,UDC,1,False,Christoph,Mörgeli,m,Zurich,ZH,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Stäfa,Zurich,Exekutive der Gemeinde (Kirchenpflege) Stäfa: von 1986 bis 1992; Legislative des Kantons (Kantonsrat): von 1997 bis 1999,2007-12-03,2011-12-04,Schlatt (ZH),1960-07-16,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2519.jpg
Mörgeli Christoph,1.0,UDC,UDC,1,False,Christoph,Mörgeli,m,Zurich,ZH,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,,Stäfa,Zurich,Exekutive der Gemeinde (Kirchenpflege) Stäfa: von 1986 bis 1992; Legislative des Kantons (Kantonsrat): von 1997 bis 1999,2011-12-05,2015-11-29,Schlatt (ZH),1960-07-16,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2519.jpg
Moser Tiana Angelina,0.0,PVL,PVL,7,False,Tiana Angelina,Moser,f,Zurich,ZH,Conseil national,Groupe PDC/PEV/PVL,CEg,Parti vert'libéral,,Zurich,Zurich,,2007-12-03,2011-12-04,Würenlos (AG),1979-04-06,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2700.jpg
Moser Tiana Angelina,1.0,PVL,PVL,7,False,Tiana Angelina,Moser,f,Zurich,ZH,Conseil national,Groupe vert'libéral,GL,Parti vert'libéral,,Zurich,Zurich,,2011-12-05,2015-11-29,Würenlos (AG),1979-04-06,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2700.jpg
Moser Tiana Angelina,2.0,PVL,PVL,7,True,Tiana Angelina,Moser,f,Zurich,ZH,Conseil national,Groupe vert'libéral,GL,Parti vert'libéral,,Zurich,Zurich,,2015-11-30,2019-12-01,Würenlos (AG),1979-04-06,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2700.jpg
Müller Walter,0.0,PLR,PLR,3,False,Walter,Müller,m,St-Gall,SG,Conseil national,Groupe radical-libéral,RL,Parti radical-démocratique suisse,,Azmoos,St-Gall,,2007-12-03,2011-12-04,Wartau (SG),1948-04-25,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2617.jpg
Müller Thomas,0.0,PDC,PDC,4,False,Thomas,Müller,m,St-Gall,SG,Conseil national,Groupe PDC/PEV/PVL,CEg,Parti démocrate-chrétien suisse,,Uzwil,St-Gall,Legislative der Gemeinde Rorschach: von Januar 1985 bis Dezember 1996; Exekutive der Gemeinde Rorschach: seit Oktober 2003; Legislative des Kantons: von Mai 1992 bis April 2000,2007-12-03,2011-12-04,Uzwil (SG),1952-12-01,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2661.jpg
Müller Geri,0.0,PES,PES,6,False,Geri,Müller,m,Argovie,AG,Conseil national,Groupe des Verts,G,Parti écologiste suisse,,Brugg,Argovie,Legislative der Gemeinde Baden: von April 1990 bis Dezember 1991; Exekutive der Gemeinde Baden: seit Januar 2006; Legislative des Kantons: von November 1995 bis November 2003,2007-12-03,2011-12-04,Turgi (AG),1960-10-27,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2615.jpg
Müller Walter,1.0,PLR,PLR,3,False,Walter,Müller,m,St-Gall,SG,Conseil national,Groupe libéral-radical,RL,PLR.Les Libéraux-Radicaux,,Azmoos,St-Gall,,2011-12-05,2015-11-29,Wartau (SG),1948-04-25,,https://www.parlament.ch/sitecollectionimages/profil/portrait-260/2617.jpg
